violating_intervals,worst_excursion_psi,rate_last30,offset,max_move,trial,scenario,gain_Q,gain_BHP,tau_Q,tau_BHP,worst_gain_err,worst_tau_err
0,0.0,164.99840699187277,-0.1517669111561304,5.0,49,C,1.1147628876643627,0.807437612549796,1.248224275081245,0.8967518871534252,0.24778446360412687,0.4133186768854572
0,0.0,149.9140883518685,-0.08813692629212255,5.0,50,B,0.8213008563852907,0.7029396489931453,0.8229208036639784,1.330694265517731,0.2970603510068547,0.4907447182412219
0,0.0,164.7763825071955,-0.12926479527374113,5.0,50,C,0.8213008563852907,0.7029396489931453,0.8229208036639784,1.330694265517731,0.2970603510068547,0.4907447182412219
0,0.0,150.05734491566272,0.05710035882091802,5.0,51,B,0.8038681822122793,1.1299079407394843,1.4805079751784862,1.3370470317200038,0.2750456011076352,0.48333470655342126
0,0.0,164.6007282856884,-0.06962742130062338,5.0,51,C,0.8038681822122793,1.1299079407394843,1.4805079751784862,1.3370470317200038,0.2750456011076352,0.48333470655342126
0,0.0,149.84875362374223,-0.15877182683124147,5.0,52,B,1.166948935661157,0.9138187278259429,1.028282440056993,0.6700785016148665,0.23309393214690033,0.3299214983851335
0,0.0,165.02417040584868,-0.3339339129509824,5.0,52,C,1.166948935661157,0.9138187278259429,1.028282440056993,0.6700785016148665,0.23309393214690033,0.3299214983851335
0,0.0,150.06129758733599,0.05998715183653758,5.0,53,B,1.0463187693919545,1.15629195919915,0.6098278860639089,1.1142014356679537,0.15629195919915007,0.3901721139360911
0,0.0,164.68308679065268,-0.05675233239691124,5.0,53,C,1.0463187693919545,1.15629195919915,0.6098278860639089,1.1142014356679537,0.15629195919915007,0.3901721139360911
0,0.0,149.80029012421008,-0.1957537207079838,5.0,54,B,1.1163907258878971,1.0120151543227887,0.9628678091292717,1.1953021060918183,0.13973164611522915,0.27084833000329345
0,0.0,164.9889121592074,-0.292443956706677,5.0,54,C,1.1163907258878971,1.0120151543227887,0.9628678091292717,1.1953021060918183,0.13973164611522915,0.27084833000329345
0,0.0,149.72914903193796,-0.2708582966143922,5.0,55,B,1.1174268116874746,1.1026904681736376,1.0312161232098263,0.9759448701003268,0.28310244996666745,0.3411753515449676
0,0.0,164.99728151157422,-0.44469181020664905,5.0,55,C,1.1174268116874746,1.1026904681736376,1.0312161232098263,0.9759448701003268,0.28310244996666745,0.3411753515449676
0,0.0,149.9860374366639,-0.016739399618955986,5.0,56,B,0.8549646400465221,1.2064665809434256,1.177798778095959,1.0634124736739898,0.20646658094342563,0.1777987780959589
0,0.0,164.79239059855902,-0.1796927004934048,5.0,56,C,0.8549646400465221,1.2064665809434256,1.177798778095959,1.0634124736739898,0.20646658094342563,0.1777987780959589
0,0.0,149.88692990732622,-0.11332690305559368,5.0,57,B,1.2619396500845763,1.2261597359974066,1.3947284968868683,1.1362836535994598,0.2619396500845763,0.4517344049981047
0,0.0,164.82076066535356,-0.25310989344686163,5.0,57,C,1.2619396500845763,1.2261597359974066,1.3947284968868683,1.1362836535994598,0.2619396500845763,0.4517344049981047
0,0.0,150.02649665383672,0.02014236891719179,5.0,58,B,1.1733070933809029,0.7705849451573195,1.0059726340651836,0.5751326948727836,0.22941505484268054,0.4248673051272164
0,0.0,164.96949027934286,-0.09162355918002163,5.0,58,C,1.1733070933809029,0.7705849451573195,1.0059726340651836,0.5751326948727836,0.22941505484268054,0.4248673051272164
0,0.0,149.8077646331917,-0.19471344893719333,5.0,59,B,1.0306269974759827,1.1639587588247609,1.3212266060779223,0.7771208894369578,0.25954576770943827,0.3212266060779223
0,0.0,165.0753220285542,-0.23083278436484989,5.0,59,C,1.0306269974759827,1.1639587588247609,1.3212266060779223,0.7771208894369578,0.25954576770943827,0.3212266060779223
0,0.0,150.05978269313218,0.05749160612336368,5.0,60,B,0.9165828554970105,0.9132095087036178,1.1374209792381813,0.887294915051874,0.08679049129638217,0.17576744194745997
0,0.0,164.97159199371697,-0.0948027887056071,5.0,60,C,0.9165828554970105,0.9132095087036178,1.1374209792381813,0.887294915051874,0.08679049129638217,0.17576744194745997
0,0.0,149.8147774593099,-0.1927108952009462,5.0,61,B,1.0743416691634806,0.8819206075985472,1.0457488790192866,0.8828380088978549,0.11807939240145282,0.11716199110214509
0,0.0,164.7790242856942,-0.43129032651717125,5.0,61,C,1.0743416691634806,0.8819206075985472,1.0457488790192866,0.8828380088978549,0.11807939240145282,0.11716199110214509
